sex,age,ihd,stroke,diabetes,cancerBreast,cancerColorectum,cancerLung,cancerStomach,cirrhosis,cancerLiver,cancerKidney,cancerPancreas,genPop
female,86,0.109221398,0.062521685,0.045428946,0.038453401,0.049077878,0.051579228,0.022019922,0.006004096,0.013744021,0.032276751,0.005292938,0.309723749
female,87,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,88,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,89,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,90,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,91,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,92,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,93,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,94,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,95,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,96,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,97,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,98,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,99,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
female,100,0.10938689,0.059610486,0.045009112,0.038453401,0.049077878,0.051579228,0.022019922,0.006438596,0.013744021,0.032276751,0.005292938,0.322441186
